datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
2018/4/18,77.1,53,64.4,77.1,53,64.4,49.5,62,0,0,0,,0,0,28.9,12.7,161.9,1026.3,13.5,16.1,163.3,14.2,7,,2018-04-18T05:58:40,2018-04-18T20:02:08,0.09,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,D3123,03672099999,03781099999,03772099999,03770099999"
2018/4/19,82.7,53.7,68.4,80.8,53.7,68,48.3,53.1,0,0,0,,0,0,20.8,9.5,173.9,1023.3,4.4,14.3,161,13.7,7,,2018-04-19T05:56:34,2018-04-19T20:03:48,0.12,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,D3123,03672099999,03781099999,03772099999,03770099999"
2018/4/20,79,54.7,67.7,79,54.7,67.7,51.9,59,0,0,0,,0,0,13.2,6.7,301.5,1022.9,1.6,14,151.3,13.1,7,,2018-04-20T05:54:29,2018-04-20T20:05:28,0.16,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03660099999,D3123,03672099999,03781099999,03772099999,03770099999"
2018/4/21,74.6,53.8,62.8,74.6,53.8,62.8,52.1,68.6,0,0,0,,0,0,24.2,9.2,120.1,1020,28.7,9.3,139.2,11.9,7,,2018-04-21T05:52:24,2018-04-21T20:07:08,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,D3123,03672099999,03781099999,03772099999,03770099999"
2018/4/22,74.5,55.7,64.2,74.5,55.7,64.2,53.1,69.9,0.119,100,4.17,rain,0,0,30.2,15,236.4,1010.6,32.8,11.6,153.5,13.4,7,,2018-04-22T05:50:21,2018-04-22T20:08:48,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,D5510,03672099999,03781099999,03772099999,03770099999"
2018/4/23,60.9,46.7,54.6,60.9,44.3,54,43.9,68.1,0,0,0,,0,0,28.2,16.1,250.6,1015.8,46,19.6,97,8.3,3,,2018-04-23T05:48:18,2018-04-23T20:10:28,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,D3123,03672099999,03781099999,03772099999,03770099999"
2018/4/24,62.7,53,56.3,62.7,53,56.3,48.4,75.5,0,0,0,,0,0,30,17.4,230.1,1013.4,84.5,14.5,67.9,5.8,3,,2018-04-24T05:46:17,2018-04-24T20:12:07,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,D3123,03672099999,03781099999,03772099999,03770099999"
2018/4/25,58.4,47.6,53.4,58.4,43.1,52.4,43,68.9,0.031,100,8.33,rain,0,0,35.8,19,257.7,1011.8,46.5,17.2,148.2,12.8,5,,2018-04-25T05:44:16,2018-04-25T20:13:47,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AT055,03772099999,03770099999"
2018/4/26,60.1,44.7,51.5,60.1,39.6,49.2,39.8,66.3,0,0,0,,0,0,32.2,16.5,249.5,1015.7,38.7,16.4,216.7,18.7,5,,2018-04-26T05:42:17,2018-04-26T20:15:26,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,AT055,03772099999,03770099999"
2018/4/27,53.7,45.8,49.7,53.7,42.5,48.4,45.6,85.9,0.273,100,12.5,rain,0,0,26.2,11.8,134.2,1008,80.9,9.5,113.8,9.7,2,,2018-04-27T05:40:18,2018-04-27T20:17:06,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,AT055,D0125,03772099999,03770099999"
2018/4/28,51.2,46.7,48.6,51.2,43,46,45.3,88.5,0.19,100,12.5,rain,0,0,18.8,8.6,347.3,1009.2,95.2,7.1,24.4,2,1,,2018-04-28T05:38:21,2018-04-28T20:18:45,0.44,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,D3123,03672099999,03781099999,D4121,03772099999,03770099999"
2018/4/29,47.4,44.7,45.9,43.3,37.8,40.7,40.9,82.7,0,0,0,,0,0,34.4,15.9,27.5,1010.9,96.6,13.3,27,2.3,1,,2018-04-29T05:36:25,2018-04-29T20:20:24,0.48,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,D3123,03672099999,03781099999,D4121,03772099999,03770099999"
2018/4/30,49.4,42.2,44.9,45,33.7,38.6,36.8,73.9,0.331,100,8.33,rain,0,0,36.7,18.5,357.9,1006.2,83.6,12.6,31,2.6,1,,2018-04-30T05:34:31,2018-04-30T20:22:02,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
2018/5/1,58.3,37.5,48.3,58.3,32.9,46,35.8,63.6,0,0,0,,0,0,34.4,16.7,230.5,1009.6,36,18.7,170.7,14.8,8,,2018-05-01T05:32:37,2018-05-01T20:23:41,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
2018/5/2,59,44.7,50.6,59,41.7,48.3,43.3,76.7,0.119,100,4.17,rain,0,0,39.1,19.4,220.3,1006.3,64.7,15,45.5,3.8,2,,2018-05-02T05:30:46,2018-05-02T20:25:19,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
2018/5/3,63.8,40.2,52.1,63.8,38.5,51.5,40.5,67.5,0,0,0,,0,0,15.4,9.8,252,1018.6,36.2,14.5,138.4,11.9,8,,2018-05-03T05:28:55,2018-05-03T20:26:56,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,D0125,03772099999,03770099999"
2018/5/4,68.3,49.3,59.1,68.3,49.3,59.1,45.2,61.3,0,0,0,,0,0,12.1,7.5,244.5,1023.1,52.5,15.7,169.4,14.6,8,,2018-05-04T05:27:06,2018-05-04T20:28:33,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,D6143,03772099999,03770099999"
2018/5/5,72.6,47.5,60.1,72.6,47.5,60.1,42.7,55.6,0,0,0,,0,0,16.3,8.3,87.3,1025.2,1.9,15.4,167.4,14.4,8,,2018-05-05T05:25:18,2018-05-05T20:30:10,0.68,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2018/5/6,76.2,50.9,63.6,76.2,50.9,63.6,45,52.3,0,0,0,,0,0,15.9,9.6,80.3,1022.4,0,9.7,164.1,14,8,,2018-05-06T05:23:32,2018-05-06T20:31:47,0.71,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2018/5/7,81.8,52.8,67,80.5,52.8,66.8,47.6,53.3,0,0,0,,0,0,17.2,8.6,83.5,1017.5,0.7,11.5,164.6,14.2,8,,2018-05-07T05:21:48,2018-05-07T20:33:23,0.74,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2018/5/8,78.9,52.8,65.8,78.9,52.8,65.8,51.7,63.1,0,0,0,,0,0,23,14.8,260.1,1010.2,10.7,13.1,162.6,14.1,7,,2018-05-08T05:20:05,2018-05-08T20:34:58,0.75,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2018/5/9,69.2,49.3,59.9,69.2,49.3,59.9,46.4,63.7,0,0,0,,0,0,17.7,13.7,256,1009.2,38.9,13.6,164.7,14.1,7,,2018-05-09T05:18:24,2018-05-09T20:36:33,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2018/5/10,63.8,50.3,56.8,63.8,50.3,56.8,41.6,59.8,0.078,100,4.17,rain,0,0,25.9,12.8,281.5,1014.4,49,16.2,149,12.6,8,,2018-05-10T05:16:44,2018-05-10T20:38:07,0.84,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,D4121,03772099999,03770099999"
2018/5/11,62.9,46.6,56.3,62.9,45.1,56,42,60.2,0,0,0,,0,0,30.4,14.9,162.5,1015.9,44.7,14.6,149.3,12.8,7,,2018-05-11T05:15:07,2018-05-11T20:39:41,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,D3123,03672099999,03781099999,AT055,03772099999,03770099999"
2018/5/12,58.7,51.2,55,58.7,51.2,55,49.1,81.1,0.158,100,4.17,rain,0,0,15.7,6.1,214.9,1012.6,77.8,9.8,59.7,5,2,,2018-05-12T05:13:31,2018-05-12T20:41:13,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,D3123,03672099999,03781099999,AT055,D0125,03772099999,03770099999"
2018/5/13,63.7,47.6,55.5,63.7,45.4,55.3,44.5,69.4,0.079,100,4.17,rain,0,0,15,7.3,296.8,1014.8,56.3,12.2,97.5,8.5,3,,2018-05-13T05:11:57,2018-05-13T20:42:45,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2018/5/14,66.5,51.1,59.4,66.5,51.1,59.4,40.5,50.9,0,0,0,,0,0,29.1,14.7,3.4,1019.8,24.2,18.1,182.8,15.7,8,,2018-05-14T05:10:25,2018-05-14T20:44:17,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
2018/5/15,72.8,51.9,62.4,72.8,51.9,62.4,45.5,54.5,0,0,0,,0,0,23.5,11.9,4.6,1020.1,14.9,20.5,177.9,15.1,8,,2018-05-15T05:08:54,2018-05-15T20:45:47,0,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,D3123,03672099999,03781099999,AT055,03772099999,03770099999"
2018/5/16,59.2,49.4,55.6,59.2,45.2,55.4,44.5,66.6,0,0,0,,0,0,34.2,16.5,24.9,1024.5,69.2,15.6,58.7,5,2,,2018-05-16T05:07:26,2018-05-16T20:47:16,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
2018/5/17,63.8,44.9,53.6,63.8,40.9,52,40.6,62.9,0,0,0,,0,0,24.6,11.5,37.5,1027.3,32.8,13.1,187.5,16.1,8,,2018-05-17T05:06:00,2018-05-17T20:48:45,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,AT055,03772099999,03770099999"
2018/5/18,64.7,44.8,54.4,64.7,43.5,53.9,39.6,59.8,0,0,0,,0,0,14.3,6.5,37.6,1025.7,35.2,14.4,184.4,15.9,8,,2018-05-18T05:04:36,2018-05-18T20:50:12,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,AT055,03772099999,03770099999"
2018/5/19,70.1,45.6,57.9,70.1,45.6,57.9,44.6,65,0,0,0,,0,0,14.5,8.6,83.3,1023.8,11,12.5,182.8,15.8,8,,2018-05-19T05:03:15,2018-05-19T20:51:38,0.14,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2018/5/20,68.3,47.4,58.2,68.3,47.4,58.2,47.4,69.6,0,0,0,,0,0,15.9,8.7,104.4,1022.1,8.3,11.3,175.1,15,8,,2018-05-20T05:01:55,2018-05-20T20:53:04,0.18,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2018/5/21,71.9,50.1,61.4,71.9,50.1,61.4,49.6,67.2,0,0,0,,0,0,21.3,8.1,40.2,1016.4,34.8,9.7,114.8,9.7,5,,2018-05-21T05:00:38,2018-05-21T20:54:27,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2018/5/22,71.9,53.7,62.6,71.9,53.7,62.6,49.6,63.2,0,0,0,,0,0,28.9,14.2,20,1016.4,25.3,13.8,149,12.9,6,,2018-05-22T04:59:23,2018-05-22T20:55:50,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2018/5/23,66.5,52.1,57.5,66.5,52.1,57.5,48.9,73.5,0,0,0,,0,0,30.2,13.5,24.7,1022.7,64,9,165.2,14.2,7,,2018-05-23T04:58:10,2018-05-23T20:57:11,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,AT055,03772099999,03770099999"
2018/5/24,68.9,51.9,59.4,68.9,51.9,59.4,53.1,80.2,0.097,100,8.33,rain,0,0,22.4,9.9,7.1,1020.1,79.9,4.4,130.3,11.2,5,,2018-05-24T04:57:00,2018-05-24T20:58:31,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,AT055,D6143,03772099999,03770099999"
2018/5/25,66.4,56.6,61.4,66.4,56.6,61.4,54.6,78.7,0,0,0,,0,0,13.2,6.9,332.9,1018,88,5.4,132.5,11.7,3,,2018-05-25T04:55:53,2018-05-25T20:59:49,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,D4121,AT055,03772099999,03770099999"
2018/5/26,79,60.2,68.5,79,60.2,68.5,58.7,72.6,0,0,0,,0,0,30.4,17,60.8,1018.7,60.2,5.1,281.1,24.3,8,,2018-05-26T04:54:47,2018-05-26T21:01:06,0.39,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03680099999,03672099999,03781099999,D4121,AT055,03772099999,03770099999"
2018/5/27,81.6,60,69.6,82.4,60,69.7,59.8,73.1,0.55,100,8.33,rain,0,0,25.3,9.9,113.8,1015.7,51.3,9.2,246.4,21.3,6,,2018-05-27T04:53:45,2018-05-27T21:02:21,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,03672099999,03781099999,D4121,AT055,03772099999,03770099999"
2018/5/28,78,60.9,67.6,78,60.9,67.6,60.5,78.9,0,0,0,,0,0,20.8,8.8,23.7,1018,44.8,8.4,270.5,23.5,8,,2018-05-28T04:52:45,2018-05-28T21:03:34,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,03660099999,03672099999,03781099999,D4121,AT055,03772099999,03770099999"
2018/5/29,62.9,57.5,60.2,62.9,57.5,60.2,57,89.3,0.943,100,12.5,rain,0,0,29.1,11.6,27.7,1016.4,89.8,3.5,90.8,8,3,,2018-05-29T04:51:47,2018-05-29T21:04:45,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,D4121,AT055,C7488,03772099999,03770099999"
2018/5/30,69.1,55.7,61.3,69.1,55.7,61.3,57,86.3,0.017,100,12.5,rain,0,0,18.1,7.6,41.6,1013.3,88.5,5.8,82,7,2,,2018-05-30T04:50:53,2018-05-30T21:05:55,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AT055,D6143,D0125,03772099999,03770099999"
2018/5/31,72.8,60.2,65.6,72.8,60.2,65.6,60.6,84.6,0,0,0,,0,0,20.4,9.5,85.9,1014.8,71.7,3.7,91.7,8,4,,2018-05-31T04:50:01,2018-05-31T21:07:03,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,D3123,03672099999,03781099999,D6143,03772099999,03770099999"
2018/6/1,72.7,61.1,66,72.7,61.1,66,59.5,80.3,0,0,0,,0,0,15.7,10.7,223.6,1017.5,78.6,7.7,121.6,10.4,5,,2018-06-01T04:49:11,2018-06-01T21:08:08,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,D0125,03772099999,03770099999"
2018/6/2,75.3,59.3,65.9,75.3,59.3,65.9,56.5,73.9,0,0,0,,0,0,18.8,9.2,261.7,1018.2,55.4,13.6,98,8.3,4,,2018-06-02T04:48:25,2018-06-02T21:09:12,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,C7488,D0125,03772099999,03770099999"
2018/6/3,80.7,56.4,68.4,80.2,56.4,68.4,54.9,65.2,0,0,0,,0,0,11.4,8.4,155,1018.2,32.5,16.4,223.3,19.2,8,,2018-06-03T04:47:41,2018-06-03T21:10:13,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,D3123,03672099999,03781099999,D4121,03772099999,03770099999"
2018/6/4,66.3,59.1,61.7,66.3,59.1,61.7,56.3,82.6,0,0,0,,0,0,21.7,9.9,41.4,1016.5,80.8,8.1,50.6,4.2,2,,2018-06-04T04:47:01,2018-06-04T21:11:13,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,EGWU,EGLL,03882099999,03768399999,03672099999,03781099999,03684099999,03772099999,03680099999,D5621,EGLC,03770099999"
2018/6/5,64.6,54.6,58.6,64.6,54.6,58.6,50.7,75.8,0,0,0,,0,0,23.5,10.7,45.1,1016.8,79.2,10.4,70.3,6.2,3,,2018-06-05T04:46:23,2018-06-05T21:12:10,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D0125,03772099999,03770099999"
2018/6/6,73.5,49.4,60.5,73.5,45.5,60.3,48.9,67.3,0,0,0,,0,0,20.1,9.5,43.7,1015.6,45.4,10.6,195.5,16.9,8,,2018-06-06T04:45:48,2018-06-06T21:13:04,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D0125,03772099999,03770099999"
2018/6/7,70,55.7,62.8,70,55.7,62.8,53.2,71,0,0,0,,0,0,17,8.9,52.7,1016.3,85.1,11.5,141.7,12.1,6,,2018-06-07T04:45:16,2018-06-07T21:13:57,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D0125,03772099999,03770099999"
2018/6/8,72.7,57.5,64.4,72.7,57.5,64.4,52.6,66.4,0,0,0,,0,0,20.8,8.1,45,1017,72.4,13.2,197.3,17,8,,2018-06-08T04:44:47,2018-06-08T21:14:47,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,AT055,03772099999,03770099999"
2018/6/9,71.7,55.7,62.9,71.7,55.7,62.9,53.5,72.2,0,0,0,,0,0,17.2,8.4,53.8,1016,72.4,11.2,237.5,20.1,8,,2018-06-09T04:44:21,2018-06-09T21:15:34,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,D3123,03672099999,03781099999,AT055,03772099999,03770099999"
2018/6/10,72.8,58.4,64,72.8,58.4,64,55.2,73.9,0,0,0,,0,0,17.4,9.6,63.7,1014.8,60.8,10.5,184.5,16.2,8,,2018-06-10T04:43:58,2018-06-10T21:16:19,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,D0265,03680099999,D5621,03672099999,03781099999,AT055,03772099999,03770099999"
2018/6/11,76.2,53.9,64.4,76.2,53.9,64.4,50.5,63.8,0,0,0,,0,0,22.4,10.2,69,1013.9,35,14.2,175.3,15,9,,2018-06-11T04:43:39,2018-06-11T21:17:01,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,AT055,03772099999,03770099999"
2018/6/12,64.7,53.9,59.2,64.7,53.9,59.2,50.3,73.2,0,0,0,,0,0,22.4,9.3,42.4,1016.6,60.8,13.1,54.9,4.6,2,,2018-06-12T04:43:22,2018-06-12T21:17:40,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,AT055,03772099999,03770099999"
2018/6/13,70.1,49.3,61.1,70.1,49.3,61.1,48.1,64,0,0,0,,0,0,26.2,15.6,224.4,1018.4,38,18.3,183,15.9,8,,2018-06-13T04:43:08,2018-06-13T21:18:17,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,03772099999,03770099999"
2018/6/14,72.6,58.2,64,72.6,58.2,64,52,67.4,0.008,100,4.17,rain,0,0,35.8,16.1,239.9,1012.1,62.1,13.1,83,7.2,5,,2018-06-14T04:42:57,2018-06-14T21:18:51,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AT055,03772099999,03770099999"
2018/6/15,72.7,55.6,64.5,72.7,55.6,64.5,47.8,56.5,0,0,0,,0,0,19.7,11.8,272.2,1016.3,52.4,16,190.5,16.3,7,,2018-06-15T04:42:50,2018-06-15T21:19:22,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,AT055,03772099999,03770099999"
2018/6/16,67.2,58.3,62.3,67.2,58.3,62.3,49.1,62.4,0,0,0,,0,0,31.1,16.4,235.9,1014.5,76,19.6,137.4,11.7,6,,2018-06-16T04:42:45,2018-06-16T21:19:50,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,D0125,03772099999,03770099999"
2018/6/17,66.4,56.4,60.3,66.4,56.4,60.3,51,72,0.008,100,4.17,rain,0,0,29.1,14.3,236.8,1016.2,80.9,15.9,99.5,8.4,4,,2018-06-17T04:42:44,2018-06-17T21:20:15,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03769099999,03680099999,D5621,03660099999,D3123,03672099999,03781099999,03772099999,03770099999"
2018/6/18,77.1,59.3,66.6,77.1,59.3,66.6,56.1,71.1,0.008,100,4.17,rain,0,0,31.1,16.4,247.5,1018.7,73.7,14.7,172.7,15.1,8,,2018-06-18T04:42:46,2018-06-18T21:20:38,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03672099999,03781099999,AT055,D6143,03772099999,03770099999"
2018/6/19,76.3,63.8,69.1,76.3,63.8,69.1,59.1,71,0,0,0,,0,0,24.2,12.9,247,1022.4,84,18.9,103.1,8.8,3,,2018-06-19T04:42:50,2018-06-19T21:20:57,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,AT055,03772099999,03770099999"
2018/6/20,76.4,60,66.9,76.4,60,66.9,58.7,76,0,0,0,,0,0,29.1,13.4,239.2,1020.4,71.5,14.5,129.1,11.1,6,,2018-06-20T04:42:58,2018-06-20T21:21:13,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,D3123,03672099999,03781099999,03772099999,03770099999"
2018/6/21,69.1,53.9,61.7,69.1,53.9,61.7,40.6,47.4,0,0,0,,0,0,32.2,13.6,335.6,1025.1,31.3,21.6,208.9,17.9,9,,2018-06-21T04:43:09,2018-06-21T21:21:26,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
2018/6/22,71.9,51,62.4,71.9,51,62.4,43.1,51.6,0,0,0,,0,0,17.4,7.6,0.9,1030.1,6.7,20.1,202.1,17.3,9,,2018-06-22T04:43:22,2018-06-22T21:21:37,0.3,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,D6143,03772099999,03770099999"
2018/6/23,74.5,53,64.7,74.5,53,64.7,43.1,51,0,0,0,,0,0,19,11,303.8,1028.3,36.3,18.1,174,15.2,7,,2018-06-23T04:43:39,2018-06-23T21:21:44,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,D3123,03672099999,03781099999,03772099999,03770099999"
2018/6/24,77.3,58.3,68.1,77.3,58.3,68.1,46.6,47.2,0,0,0,,0,0,12.1,7.7,48.2,1025.1,41.8,19,178.2,15.2,8,,2018-06-24T04:43:59,2018-06-24T21:21:48,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
2018/6/25,85.2,56.5,71.5,82.5,56.5,70.8,49.6,50.5,0,0,0,,0,0,11.2,8.1,250.3,1025.7,5.1,17.9,197.5,17,8,,2018-06-25T04:44:21,2018-06-25T21:21:49,0.4,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,D3123,03672099999,03781099999,03772099999,03770099999"
2018/6/26,81.6,59.1,70,80.9,59.1,70,53.2,57.5,0,0,0,,0,0,18.8,10.9,90.3,1026,4,17.3,201.4,17.1,8,,2018-06-26T04:44:47,2018-06-26T21:21:47,0.44,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,D3123,03672099999,03781099999,03772099999,03770099999"
2018/6/27,78.2,56.9,66.1,78.2,56.9,66.1,53.1,65.1,0,0,0,,0,0,23.9,10.9,68.4,1025.7,29.3,13.9,184.1,15.8,8,,2018-06-27T04:45:15,2018-06-27T21:21:41,0.47,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03660099999,03672099999,03781099999,03768099999,D4121,03772099999,03770099999"
2018/6/28,81.8,55.7,67,81.3,55.7,66.9,54.1,65.8,0,0,0,,0,0,25.7,12.3,55.4,1024.5,41,12.4,160.1,13.7,8,,2018-06-28T04:45:46,2018-06-28T21:21:33,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,D6143,03772099999,03770099999"
2018/6/29,82.5,56.4,68.5,81,56.4,68.4,53,60.9,0,0,0,,0,0,26.4,13.5,52.1,1021.7,3.8,14.7,210.6,18.1,9,,2018-06-29T04:46:20,2018-06-29T21:21:21,0.54,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,03772099999,03770099999"
2018/6/30,80,56.6,68.6,80,56.6,68.6,50.6,55.8,0,0,0,,0,0,27.5,14.6,67.6,1016.5,26.3,15.4,203.8,17.4,9,,2018-06-30T04:46:56,2018-06-30T21:21:07,0.58,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03672099999,03781099999,D4121,C7488,03772099999,03770099999"
